,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Date
839,Changi,2016,4,19,0.2,0.2,0.2,0.2,30.5,34.6,27.3,11.2,32,2016/4/19
840,Changi,2016,4,20,0.4,0.4,0.4,0.4,29.4,33.8,27.4,7.2,35.3,2016/4/20
841,Changi,2016,4,21,0,0,0,0,30.4,34.8,27.2,11.5,30.2,2016/4/21
842,Changi,2016,4,22,0,0,0,0,29.7,33.7,28.2,10.4,35.3,2016/4/22
843,Changi,2016,4,23,0,0,0,0,29.8,33.1,27.8,9.7,31.7,2016/4/23
844,Changi,2016,4,24,13.8,12.2,12.2,12.4,29.2,31.6,25.9,6.8,45.7,2016/4/24
845,Changi,2016,4,25,18.2,12.2,14.2,14.2,28.7,32.6,25.4,5.4,27,2016/4/25
846,Changi,2016,4,26,7.6,5.8,5.8,5.8,28.9,32.6,25.3,5,22.3,2016/4/26
847,Changi,2016,4,27,4.2,4.2,4.2,4.2,28.9,33.6,25.5,6.5,27.4,2016/4/27
848,Changi,2016,4,28,6.2,6.2,6.2,6.2,28.9,32.7,27,5.8,28.8,2016/4/28
849,Changi,2016,4,29,0.4,0.4,0.4,0.4,29,32.8,27.1,6.5,29.5,2016/4/29
850,Changi,2016,4,30,0,0,0,0,28.6,33.8,26.1,6.1,34.2,2016/4/30
851,Changi,2016,5,1,0,0,0,0,29.6,33.1,26.7,9.4,28.4,2016/5/1
852,Changi,2016,5,2,0,0,0,0,29.4,33.3,27.8,7.6,34.2,2016/5/2
853,Changi,2016,5,3,0,0,0,0,30,33.6,27.1,9.4,32.4,2016/5/3
854,Changi,2016,5,4,0,0,0,0,30.7,34.3,27.9,9.7,30.6,2016/5/4
855,Changi,2016,5,5,0.6,0.6,0.6,0.6,29.5,33.8,27,6.8,39.6,2016/5/5
856,Changi,2016,5,6,0,0,0,0,29.8,34.6,27.6,8.3,35.3,2016/5/6
857,Changi,2016,5,7,0,0,0,0,29.8,33.4,27.4,8.3,36.4,2016/5/7
858,Changi,2016,5,8,0,0,0,0,29.7,32.9,27.4,6.5,26.3,2016/5/8
859,Changi,2016,5,9,0,0,0,0,30,34.1,27,8.6,35.6,2016/5/9
860,Changi,2016,5,10,0,0,0,0,30.7,34.5,28.3,9.7,33.8,2016/5/10
861,Changi,2016,5,11,8,7.8,7.8,8,29.3,34,26,5.8,33.8,2016/5/11
862,Changi,2016,5,12,0,0,0,0,29.7,33.2,27.6,8.3,40,2016/5/12
863,Changi,2016,5,13,0.8,0.6,0.8,0.8,28.8,31.8,26.9,5,45.7,2016/5/13
864,Changi,2016,5,14,16.4,10.6,11,15.8,27.7,32.8,25.1,5.4,46.8,2016/5/14
865,Changi,2016,5,15,0,0,0,0,28.8,32.8,26.4,5.8,25.2,2016/5/15
866,Changi,2016,5,16,31.6,22.4,27.8,31.4,28.5,34.3,24.8,6.1,53.6,2016/5/16
867,Changi,2016,5,17,0,0,0,0,29.2,32.5,26.8,6.1,23.8,2016/5/17
868,Changi,2016,5,18,54.8,40.8,42,53.6,28.5,33.3,24.7,8.6,29.2,2016/5/18
869,Changi,2016,5,19,0,0,0,0,28.6,32.8,26.2,6.5,37.4,2016/5/19
870,Changi,2016,5,20,2.8,2.6,2.8,3,29.6,32.4,27.7,6.8,30.2,2016/5/20
871,Changi,2016,5,21,10.6,7,10.4,10.6,28.9,31.3,25.1,7.6,30.6,2016/5/21
872,Changi,2016,5,22,25.6,14.4,17.6,20.4,28.1,32.1,24.6,7.6,46.8,2016/5/22
873,Changi,2016,5,23,1.8,1.8,1.8,1.8,29.1,33.2,25.6,7.6,29.2,2016/5/23
874,Changi,2016,5,24,0,0,0,0,29.9,31.9,27.9,7.6,23.8,2016/5/24
875,Changi,2016,5,25,0,0,0,0,30,33.1,26.2,10.8,47.2,2016/5/25
876,Changi,2016,5,26,0,0,0,0,28.6,31.3,26.4,6.8,29.5,2016/5/26
877,Changi,2016,5,27,0,0,0,0,30,32.8,28.2,9.7,37.4,2016/5/27
878,Changi,2016,5,28,29.8,20.2,21.2,29.8,29,31.9,23.9,7.9,29.2,2016/5/28
879,Changi,2016,5,29,0,0,0,0,29.7,32.2,27.1,6.1,22.7,2016/5/29
880,Changi,2016,5,30,11,8.6,9,10,27.9,31.9,25,6.1,33.5,2016/5/30
881,Changi,2016,5,31,0,0,0,0,28.8,32.5,25.6,7.2,27,2016/5/31
882,Changi,2016,6,1,0.8,0.4,0.4,0.4,28,32.2,25.8,6.5,32.8,2016/6/1
883,Changi,2016,6,2,0,0,0,0,28.7,32,26.2,5.8,29.9,2016/6/2
884,Changi,2016,6,3,0,0,0,0,28.7,32.5,26.4,7.6,45.4,2016/6/3
885,Changi,2016,6,4,3.8,1.2,2.2,2.2,26.9,27.8,25.5,5.4,27,2016/6/4
886,Changi,2016,6,5,0,0,0,0,28.7,31.9,26.2,6.8,24.8,2016/6/5
887,Changi,2016,6,6,0,0,0,0,29.7,32.5,27.8,8.6,31,2016/6/6
888,Changi,2016,6,7,0,0,0,0,29.9,32.7,27.6,9.7,41.8,2016/6/7
889,Changi,2016,6,8,3.8,3,3.6,3.8,28,31,25.3,5.4,43.2,2016/6/8
890,Changi,2016,6,9,0.6,0.4,0.6,0.6,28.5,32,25.7,5,27,2016/6/9
891,Changi,2016,6,10,0,0,0,0,28.7,32.2,26.4,6.1,30.2,2016/6/10
892,Changi,2016,6,11,16.2,11.2,14.4,15.8,28.1,32,25.1,7.6,40.3,2016/6/11
893,Changi,2016,6,12,0,0,0,0,28.6,31.6,26.6,6.1,32.4,2016/6/12
894,Changi,2016,6,13,7.2,6.2,7.2,7.2,28.7,32,26.8,5.8,27.7,2016/6/13
895,Changi,2016,6,14,0.2,0.2,0.2,0.2,28.5,32.1,26.1,6.8,39.2,2016/6/14
896,Changi,2016,6,15,34.6,25.2,33.8,34.6,28.5,30.9,24.2,6.8,35.3,2016/6/15
897,Changi,2016,6,16,6.4,4,4,4,28.4,31.2,26.4,6.8,32.4,2016/6/16
898,Changi,2016,6,17,18.4,8.8,8.8,8.8,26.4,30.6,24.4,6.8,44.6,2016/6/17
899,Changi,2016,6,18,0.4,0.2,0.2,0.2,26.9,29.4,24.8,4.3,16.9,2016/6/18
900,Changi,2016,6,19,0,0,0,0,27.7,30.4,25.6,5,15.1,2016/6/19
901,Changi,2016,6,20,0,0,0,0,29,32.9,25.8,5.8,26.6,2016/6/20
902,Changi,2016,6,21,0,0,0,0,28.9,31.3,27.1,4.7,19.4,2016/6/21
903,Changi,2016,6,22,2.2,0.8,1.4,1.8,27.4,31.4,24.6,6.5,31,2016/6/22
904,Changi,2016,6,23,0,0,0,0,29.2,32.1,26.3,9,29.9,2016/6/23
905,Changi,2016,6,24,67.8,43.8,52.4,56.8,26.7,29.3,22.5,7.6,50.8,2016/6/24
906,Changi,2016,6,25,0,0,0,0,29.1,32,26.6,9.7,34.9,2016/6/25
907,Changi,2016,6,26,0.8,0.4,0.6,0.8,28.7,31.6,25.9,8.6,29.2,2016/6/26
908,Changi,2016,6,27,0,0,0,0,28.9,30.6,27.6,7.6,28.1,2016/6/27
909,Changi,2016,6,28,0,0,0,0,29.5,32.1,27.4,8.6,28.8,2016/6/28
910,Changi,2016,6,29,0,0,0,0,30.3,33.4,27.8,8.6,28.4,2016/6/29
911,Changi,2016,6,30,0,0,0,0,30,33.1,28.3,11.5,25.6,2016/6/30
912,Changi,2016,7,1,0,0,0,0,29.8,32.7,27,11.5,33.5,2016/7/1
913,Changi,2016,7,2,0,0,0,0,29.9,32.2,28.4,13,29.9,2016/7/2
914,Changi,2016,7,3,0,0,0,0,30.1,33.4,28.2,13.3,32.4,2016/7/3
915,Changi,2016,7,4,0,0,0,0,30.1,33,28.1,13,28.1,2016/7/4
916,Changi,2016,7,5,0,0,0,0,30.1,33.2,28,12.6,31,2016/7/5
917,Changi,2016,7,6,1.2,1.2,1.2,1.2,29.3,31.9,26.8,8.3,37.4,2016/7/6
918,Changi,2016,7,7,0.8,0.8,0.8,0.8,29.4,32.1,26.9,9,34.9,2016/7/7
919,Changi,2016,7,8,4.4,4.4,4.4,4.4,29.1,31.8,24.3,10.8,38.5,2016/7/8
920,Changi,2016,7,9,0,0,0,0,29.8,32.9,27.7,12.6,32,2016/7/9
921,Changi,2016,7,10,0,0,0,0,29.6,32.7,27.7,8.3,28.1,2016/7/10
922,Changi,2016,7,11,1.4,0.6,0.8,0.8,28.1,30.2,25.4,5.8,44.6,2016/7/11
923,Changi,2016,7,12,0,0,0,0,29.8,33,27.4,9,29.2,2016/7/12
924,Changi,2016,7,13,1.2,0.6,0.6,1.2,28.2,31.2,25.4,7.6,41.8,2016/7/13
925,Changi,2016,7,14,0.8,0.4,0.8,0.8,27.6,30.4,26.1,6.1,34.9,2016/7/14
926,Changi,2016,7,15,0.4,0.2,0.2,0.4,27.4,30.9,25.1,5.4,37.1,2016/7/15
927,Changi,2016,7,16,1.6,1.6,1.6,1.6,28.4,33.4,25.3,6.1,25.2,2016/7/16
928,Changi,2016,7,17,0.4,0.2,0.2,0.2,27.7,33.2,25.4,5.4,32.4,2016/7/17
929,Changi,2016,7,18,44,20.2,31,42.4,27.3,32.5,24.8,5.4,23.8,2016/7/18
930,Changi,2016,7,19,0.4,0.4,0.4,0.4,28,33.3,24.1,8.3,38.2,2016/7/19
931,Changi,2016,7,20,11.8,6.6,8.4,10.4,27.1,30.1,23.6,6.1,27.4,2016/7/20
932,Changi,2016,7,21,59.4,33.6,39.8,53.8,27.1,30.5,22.5,5.8,28.1,2016/7/21
933,Changi,2016,7,22,28.8,23.6,25.2,25.2,26,30,23.6,6.5,29.5,2016/7/22
934,Changi,2016,7,23,4.8,4.6,4.6,4.6,27.1,30.8,24.4,8.3,31.7,2016/7/23
935,Changi,2016,7,24,0.8,0.4,0.6,0.8,27.4,31,25.9,5.4,27.7,2016/7/24
936,Changi,2016,7,25,0.2,0.2,0.2,0.2,27.5,28.8,25.6,6.1,24.5,2016/7/25
937,Changi,2016,7,26,1.6,0.6,1.2,1.4,26.5,29.4,24.2,5.4,42.5,2016/7/26
938,Changi,2016,7,27,0,0,0,0,28.4,31.9,24.9,7.2,25.2,2016/7/27
939,Changi,2016,7,28,0,0,0,0,28.6,31,25.8,8.3,52.6,2016/7/28
940,Changi,2016,7,29,0,0,0,0,28.7,31.9,25.7,6.8,29.5,2016/7/29
941,Changi,2016,7,30,0.6,0.6,0.6,0.6,28.9,31,27.1,7.6,30.6,2016/7/30
942,Changi,2016,7,31,4,3.4,4,4,27.6,31.8,25,5.4,25.6,2016/7/31
943,Changi,2016,8,1,22.2,21.6,22.2,22.2,27.4,30.8,23.3,5.8,34.6,2016/8/1
944,Changi,2016,8,2,0,0,0,0,29.1,32.4,27.1,8.3,30.2,2016/8/2
945,Changi,2016,8,3,7,4.4,6.2,6.6,27.5,30.1,22.1,8.3,65.2,2016/8/3
946,Changi,2016,8,4,0,0,0,0,28.4,30.4,27,8.3,28.4,2016/8/4
947,Changi,2016,8,5,0.2,0.2,0.2,0.2,29.5,32.7,26.9,10.4,29.2,2016/8/5
948,Changi,2016,8,6,4.6,3.8,4.2,4.6,28.3,32.1,25.6,7.2,30.6,2016/8/6
949,Changi,2016,8,7,0,0,0,0,29.4,32,27.3,9.7,32,2016/8/7
950,Changi,2016,8,8,0,0,0,0,29.6,32.7,27.6,7.6,21.6,2016/8/8
951,Changi,2016,8,9,0,0,0,0,29,32.2,27.4,8.6,31,2016/8/9
952,Changi,2016,8,10,0,0,0,0,29.7,32.8,27.4,7.9,27.7,2016/8/10
953,Changi,2016,8,11,3.6,3.6,3.6,3.6,29.2,31.1,27.9,7.2,31.3,2016/8/11
954,Changi,2016,8,12,3.4,3.4,3.4,3.4,29,31.1,25.2,7.2,39.2,2016/8/12
955,Changi,2016,8,13,0,0,0,0,29.4,32.1,27.7,6.5,30.6,2016/8/13
956,Changi,2016,8,14,0.2,0.2,0.2,0.2,28.7,32.9,26.1,7.2,34.2,2016/8/14
957,Changi,2016,8,15,0,0,0,0,29.3,32.3,27.6,10.8,32.4,2016/8/15
958,Changi,2016,8,16,0,0,0,0,29.6,32.3,27.2,11.2,32,2016/8/16
959,Changi,2016,8,17,2.2,1.6,1.6,2.2,29.3,32.7,26.5,12.2,36.7,2016/8/17
960,Changi,2016,8,18,0,0,0,0,30.2,32.7,28,13.3,42.8,2016/8/18
961,Changi,2016,8,19,11.2,7.8,9.2,10.8,28.3,31.4,22.7,9.7,46.1,2016/8/19
962,Changi,2016,8,20,0,0,0,0,29.6,31.9,27.6,11.9,29.2,2016/8/20
963,Changi,2016,8,21,30.6,23.2,29.8,30.6,27.8,29.1,22.9,9,32.4,2016/8/21
964,Changi,2016,8,22,0.2,0.2,0.2,0.2,29.2,31.7,27.6,6.1,27.4,2016/8/22
965,Changi,2016,8,23,18.2,17.4,18.2,18.2,29.2,32.4,25.1,6.5,29.9,2016/8/23
966,Changi,2016,8,24,13.4,6.4,10.4,12.6,27.7,30.7,24.4,8.3,38.2,2016/8/24
967,Changi,2016,8,25,0,0,0,0,29.2,32.2,25.8,9.4,31,2016/8/25
968,Changi,2016,8,26,0,0,0,0,29.4,33.8,25.9,7.2,37.4,2016/8/26
969,Changi,2016,8,27,0,0,0,0,29.4,33.3,27.5,5.8,26.6,2016/8/27
970,Changi,2016,8,28,0,0,0,0,28.8,31.9,26.9,5.4,27,2016/8/28
971,Changi,2016,8,29,10.6,10.2,10.2,10.2,28.9,32,26.5,10.4,42.1,2016/8/29
972,Changi,2016,8,30,11.6,5.6,5.8,6,27.4,29.2,24.5,6.5,34.6,2016/8/30
973,Changi,2016,8,31,0,0.2,0.2,0.2,28.3,32,25.8,6.1,41.8,2016/8/31
974,Changi,2016,9,1,3.6,3.2,3.4,3.6,27.1,31.6,24.7,5,34.6,2016/9/1
975,Changi,2016,9,2,0,0,0,0,28.5,31.6,25.1,6.5,24.1,2016/9/2
976,Changi,2016,9,3,0,0,0,0,29.1,32.3,26,6.8,23,2016/9/3
977,Changi,2016,9,4,1.8,1.8,1.8,1.8,28.7,33,26.6,5.8,35.3,2016/9/4
978,Changi,2016,9,5,12.6,9.4,12.2,12.6,27.9,31.3,25.8,5,25.6,2016/9/5
979,Changi,2016,9,6,1,1,1,1,28.8,31.8,26.9,8.6,29.9,2016/9/6
980,Changi,2016,9,7,5,4.2,4.2,4.2,27.5,28.5,24.3,7.9,46.8,2016/9/7
981,Changi,2016,9,8,0,0,0,0,29.2,31.8,27.7,9,31.7,2016/9/8
982,Changi,2016,9,9,6.6,6.2,6.2,6.4,27.8,32.2,25.3,7.2,45.7,2016/9/9
983,Changi,2016,9,10,2.8,2.4,2.6,2.8,27,29.8,22.9,6.5,51.1,2016/9/10
984,Changi,2016,9,11,0.2,0.2,0.2,0.2,28.5,32.1,25.8,8.3,34.6,2016/9/11
985,Changi,2016,9,12,3.4,3,3.4,3.4,26.3,28.6,24.1,5.4,37.8,2016/9/12
986,Changi,2016,9,13,0,0,0,0,28.9,32.3,25.2,9.4,30.6,2016/9/13
987,Changi,2016,9,14,34,12.6,15.8,17,26.5,30.5,23.1,6.5,39.2,2016/9/14
988,Changi,2016,9,15,0,0,0,0,28.7,32.2,25.3,7.6,28.4,2016/9/15
989,Changi,2016,9,16,15.2,9.6,12.2,13.4,28.1,32.3,22.7,7.6,54,2016/9/16
990,Changi,2016,9,17,0,0,0,0,28.9,32,26,5,27.7,2016/9/17
991,Changi,2016,9,18,7.2,5.8,7,7.2,28.3,32.9,22.6,5.4,45.4,2016/9/18
992,Changi,2016,9,19,15.8,9.8,14,15.4,28.3,31.9,23.9,6.1,37.8,2016/9/19
993,Changi,2016,9,20,0,0,0,0,28.7,32.8,25.2,9,39.6,2016/9/20
994,Changi,2016,9,21,2.5,,,,28.1,33.6,24,,,2016/9/21
995,Changi,2016,9,22,0,0,0,0,28.3,32.4,26.1,6.5,23.8,2016/9/22
996,Changi,2016,9,23,0,0,0,0,28.4,32.3,25.3,6.1,27.7,2016/9/23
997,Changi,2016,9,24,0,0,0,0,28.5,32.1,25.6,8.3,26.6,2016/9/24
998,Changi,2016,9,25,0,0,0,0,28.7,32.6,25.8,6.8,25.9,2016/9/25
999,Changi,2016,9,26,0,0,0,0,28.3,33.3,25.5,6.8,29.9,2016/9/26
1000,Changi,2016,9,27,0,0,0,0,28.1,30.3,26,6.1,21.6,2016/9/27
1001,Changi,2016,9,28,0,0,0,0,29.7,34.1,26.4,7.2,25.2,2016/9/28
1002,Changi,2016,9,29,0,0,0,0,29.6,34.4,26.3,7.2,37.4,2016/9/29
1003,Changi,2016,9,30,7.2,6.2,6.8,7,28.1,34.3,24.3,6.1,42.8,2016/9/30
1004,Changi,2016,10,1,0,0,0,0,27.9,31.4,25.3,6.1,39.2,2016/10/1
1005,Changi,2016,10,2,0,0,0,0,30,33.9,27.1,5.4,31.3,2016/10/2
1006,Changi,2016,10,3,75.4,53.4,73.8,75.4,27.8,31.2,21.6,6.8,51.1,2016/10/3
1007,Changi,2016,10,4,0,0,0,0,28.3,32.9,26.1,6.5,34.2,2016/10/4
1008,Changi,2016,10,5,0,0,0,0,28.5,31.9,26,5.8,31,2016/10/5
1009,Changi,2016,10,6,0.4,0.2,0.4,0.4,27.9,30.2,24.5,5,29.5,2016/10/6
1010,Changi,2016,10,7,22.2,6.2,9,9.6,25.9,27.9,23.4,4.7,33.5,2016/10/7
1011,Changi,2016,10,8,0,0,0,0,28.6,32.9,25.1,5.8,22.3,2016/10/8
1012,Changi,2016,10,9,0,0,0,0,28.5,31.8,24.3,6.1,28.1,2016/10/9
1013,Changi,2016,10,10,0,0,0,0,29.7,34.2,25.9,7.2,29.5,2016/10/10
1014,Changi,2016,10,11,0,0,0,0,30.1,34.6,27,7.6,29.5,2016/10/11
1015,Changi,2016,10,12,0.2,0.2,0.2,0.2,29.9,34.3,27.4,9.7,31,2016/10/12
1016,Changi,2016,10,13,0,0,0,0,29.5,32,27.3,8.6,29.9,2016/10/13
1017,Changi,2016,10,14,1.6,1.4,1.4,1.4,28.9,32.6,24.4,8.6,37.1,2016/10/14
1018,Changi,2016,10,15,0,0,0,0,30,34.2,26.6,7.6,32.8,2016/10/15
1019,Changi,2016,10,16,5,3.4,3.6,4,28.6,32.3,25.4,7.9,44.3,2016/10/16
1020,Changi,2016,10,17,0,0,0,0,29.2,32.1,27.4,8.3,32.8,2016/10/17
1021,Changi,2016,10,18,0,0,0,0,29.6,32.9,26.6,8.3,32.8,2016/10/18
1022,Changi,2016,10,19,22.4,17.2,19.6,20.4,27.6,30.7,22.7,7.2,50.8,2016/10/19
1023,Changi,2016,10,20,0,0,0,0,29,32.7,26.3,7.9,33.1,2016/10/20
1024,Changi,2016,10,21,1,1,1,1,29,32.6,25.6,6.8,34.2,2016/10/21
1025,Changi,2016,10,22,4.2,4.2,4.2,4.2,28.3,32,24.4,6.1,34.6,2016/10/22
1026,Changi,2016,10,23,0.8,0.4,0.4,0.6,28.2,32.4,26,4.7,20.5,2016/10/23
1027,Changi,2016,10,24,7,5.2,6.2,6.2,26.8,30.7,24.6,5,40,2016/10/24
1028,Changi,2016,10,25,15,4.6,7.2,8.8,26.9,32.4,23.3,6.8,32,2016/10/25
1029,Changi,2016,10,26,1.6,1,1.4,1.6,27.2,31.2,24.4,5.4,24.8,2016/10/26
1030,Changi,2016,10,27,14.6,12.8,12.8,13,25.9,31,24,5,25.6,2016/10/27
1031,Changi,2016,10,28,0,0,0,0,27.4,31.8,25,4.7,20.2,2016/10/28
1032,Changi,2016,10,29,9.2,4,4.8,4.8,27.1,30.1,23.8,5,30.6,2016/10/29
1033,Changi,2016,10,30,0.4,0.2,0.4,0.4,27.3,30,24.8,5.8,30.6,2016/10/30
1034,Changi,2016,10,31,0,0,0,0,28.8,33,25.9,6.1,24.1,2016/10/31
1035,Changi,2016,11,1,35,17.8,23,25,26.7,28.7,23.7,5.4,38.5,2016/11/1
1036,Changi,2016,11,2,1,0.4,0.6,1,27.4,31.4,23.6,7.2,45.7,2016/11/2
1037,Changi,2016,11,3,19.2,14.2,18,18.8,27.4,31.7,24.6,6.8,30.6,2016/11/3
1038,Changi,2016,11,4,0,0,0,0,28.3,31.7,25.9,5,22.3,2016/11/4
1039,Changi,2016,11,5,4.4,1.4,1.8,3.2,26.9,28.7,25.3,5.4,24.1,2016/11/5
1040,Changi,2016,11,6,0,0,0,0,28.8,32.5,26.4,6.8,24.5,2016/11/6
1041,Changi,2016,11,7,1.2,0.6,0.8,1.2,26.8,28.7,25.3,5,27.7,2016/11/7
1042,Changi,2016,11,8,0,0,0,0,28.7,32.6,25.1,6.8,27.4,2016/11/8
1043,Changi,2016,11,9,64.4,24.4,45.2,50.8,27,30,23.3,5.4,33.5,2016/11/9
1044,Changi,2016,11,10,11,6.4,10.6,11,27.3,32.1,24.3,5.4,28.4,2016/11/10
1045,Changi,2016,11,11,5.6,3.6,3.8,3.8,26.9,30.3,24.8,5,37.8,2016/11/11
1046,Changi,2016,11,12,8.8,4.4,4.8,8.8,27.5,32,25.1,6.1,29.5,2016/11/12
1047,Changi,2016,11,13,0,0,0,0,27.8,30.8,25.7,6.5,26.6,2016/11/13
1048,Changi,2016,11,14,65.6,34,52.8,58.2,25.5,27.6,23.2,5,39.6,2016/11/14
1049,Changi,2016,11,15,0,0,0,0,27.6,31.4,24.3,6.5,24.8,2016/11/15
1050,Changi,2016,11,16,30.2,15.8,21.6,26,26.4,29.1,22.7,5.8,35.6,2016/11/16
1051,Changi,2016,11,17,29.4,18.2,24.6,26.8,27,31.6,24.1,5.4,38.5,2016/11/17
1052,Changi,2016,11,18,1,1,1,1,27.4,31.7,25.2,5.8,32.4,2016/11/18
1053,Changi,2016,11,19,0.8,0.8,0.8,0.8,27.9,31.5,25.4,6.1,22,2016/11/19
1054,Changi,2016,11,20,1.8,1.8,2,2,28,31.3,26.2,4.7,25.2,2016/11/20
1055,Changi,2016,11,21,0,0,0,0,28.6,32.2,26.1,6.5,23.4,2016/11/21
1056,Changi,2016,11,22,1.4,1.4,1.4,1.4,27.4,28.9,25.3,4.3,21.2,2016/11/22
1057,Changi,2016,11,23,1.2,0.6,0.8,0.8,27.6,29.8,25.1,6.8,35.6,2016/11/23
1058,Changi,2016,11,24,0,0,0,0,27.6,31.5,25.4,6.8,25.9,2016/11/24
1059,Changi,2016,11,25,2.8,1.2,1.8,2.6,27.7,32,25.1,7.2,29.2,2016/11/25
1060,Changi,2016,11,26,4.6,1.8,2.2,3.6,27.4,31.2,25.3,5.4,27,2016/11/26
1061,Changi,2016,11,27,0,0,0,0,27.3,29.5,25,7.2,29.2,2016/11/27
1062,Changi,2016,11,28,0,0,0,0,27.6,30,26.1,7.6,27.4,2016/11/28
1063,Changi,2016,11,29,0.8,0.4,0.4,0.6,26.4,28.1,25.1,6.8,25.2,2016/11/29
1064,Changi,2016,11,30,0,0,0,0,28.1,31.8,25.1,7.2,26.3,2016/11/30
1065,Changi,2016,12,1,18.4,8,11.6,12,25.7,27.2,24.8,5,19.8,2016/12/1
1066,Changi,2016,12,2,1.2,0.6,1,1.2,27.4,32.2,24.3,6.5,24.1,2016/12/2
1067,Changi,2016,12,3,1,0.4,0.8,1,27.3,29.8,24.8,4.3,17.6,2016/12/3
1068,Changi,2016,12,4,18.6,16.6,18.6,18.6,28.6,32.9,26,8.3,27.4,2016/12/4
1069,Changi,2016,12,5,0.8,0.8,0.8,0.8,28.7,32.8,25.6,9,27,2016/12/5
1070,Changi,2016,12,6,21.6,10.6,10.6,10.6,27.7,32.6,24.3,6.8,35.6,2016/12/6
1071,Changi,2016,12,7,33.4,31.8,32.8,33.4,27.8,33.1,24.2,6.8,32.4,2016/12/7
1072,Changi,2016,12,8,0,0,0,0,28.5,32.7,25.2,6.8,28.4,2016/12/8
1073,Changi,2016,12,9,23.4,14.4,15,15.2,27,31.2,24.9,5.4,22.3,2016/12/9
1074,Changi,2016,12,10,2,1,2,2,27.5,30.6,24.4,6.1,29.9,2016/12/10
1075,Changi,2016,12,11,7.6,6.8,7,7.4,26.5,29.8,23,7.2,47.2,2016/12/11
1076,Changi,2016,12,12,0,0,0,0,28.5,32.4,26,9.7,36.7,2016/12/12
1077,Changi,2016,12,13,0,0,0,0,28.4,33.1,25.1,6.5,29.5,2016/12/13
1078,Changi,2016,12,14,0.2,0.2,0.2,0.2,28,33.6,25,6.1,28.8,2016/12/14
1079,Changi,2016,12,15,0,0,0,0,28.7,33,25.9,6.5,33.1,2016/12/15
1080,Changi,2016,12,16,2.4,2.4,2.4,2.4,28.2,31.8,26.1,7.2,27,2016/12/16
1081,Changi,2016,12,17,29.6,19.6,20.4,20.6,26.8,31.3,24.5,7.2,29.5,2016/12/17
1082,Changi,2016,12,18,2.4,2.2,2.4,2.4,26.9,31.6,23.4,7.2,38.5,2016/12/18
1083,Changi,2016,12,19,6,3.8,3.8,3.8,28,32.5,25.1,8.3,33.5,2016/12/19
1084,Changi,2016,12,20,0,0,0,0,28.6,33,25.6,10.8,40,2016/12/20
1085,Changi,2016,12,21,3,2.8,3,3,28.5,33.4,25.7,7.6,36,2016/12/21
1086,Changi,2016,12,22,12.2,8.4,9.6,10.4,26.7,31.8,24.1,6.5,31.3,2016/12/22
1087,Changi,2016,12,23,19.6,16.2,17.6,18.8,27,30.5,24.3,6.5,28.1,2016/12/23
1088,Changi,2016,12,24,73,30.6,43,67.2,26.3,32.5,23.3,7.2,36.4,2016/12/24
1089,Changi,2016,12,25,10.4,4.2,8.2,8.4,26.6,31.8,24.7,7.2,45,2016/12/25
1090,Changi,2016,12,26,0,0,0,0,26.5,30.6,24.1,6.8,28.1,2016/12/26
1091,Changi,2016,12,27,0.6,0.4,0.4,0.4,26.3,30.2,24.5,7.9,27,2016/12/27
1092,Changi,2016,12,28,3.8,0.6,1.2,1.8,25.7,28.3,23.4,8.3,28.4,2016/12/28
1093,Changi,2016,12,29,0,0,0,0,27.6,31.2,25.1,8.3,34.6,2016/12/29
1094,Changi,2016,12,30,1.4,1,1,1.2,27,32,24.6,7.6,31,2016/12/30
1095,Changi,2016,12,31,0,0,0,0,26.6,29.1,24.8,6.5,19.4,2016/12/31
1096,Changi,2017,1,1,0.8,0.8,0.8,0.8,27.4,31.2,25.2,10.1,36.7,2017/1/1
1097,Changi,2017,1,2,0,0,0,0,26.6,30.2,25,5.4,29.5,2017/1/2
1098,Changi,2017,1,3,0.6,0.4,0.6,0.6,26.4,29,25,7.2,24.8,2017/1/3
1099,Changi,2017,1,4,2.8,2.4,2.8,2.8,26.6,30.4,23.5,7.6,31.7,2017/1/4
1100,Changi,2017,1,5,0.6,0.4,0.6,0.6,28,32.6,24.9,7.2,27.4,2017/1/5
1101,Changi,2017,1,6,0,0,0,0,28.3,32.3,25.8,6.8,29.2,2017/1/6
1102,Changi,2017,1,7,0,0,0,0,28.9,32.9,26.1,7.6,30.2,2017/1/7
1103,Changi,2017,1,8,0.8,0.6,0.6,0.6,28.9,33.7,26,8.3,27,2017/1/8
1104,Changi,2017,1,9,0,0,0,0,28.4,32.6,26.5,10.8,32.8,2017/1/9
1105,Changi,2017,1,10,3,1.6,2,3,27.9,31.8,26.1,9.4,29.9,2017/1/10
1106,Changi,2017,1,11,26.4,23.4,24,24,26.7,31.9,21.8,7.9,38.9,2017/1/11
1107,Changi,2017,1,12,0,0,0,0,28,32.6,25,6.1,24.1,2017/1/12
1108,Changi,2017,1,13,0,0,0,0,27.1,31.3,25.3,7.2,27.7,2017/1/13
1109,Changi,2017,1,14,0.4,0.4,0.4,0.4,27.5,31,25,5.4,23,2017/1/14
