,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),MeanTemperature,Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Date
1289,Ang Mo Kio,2017,7,13,2,1.6,1.8,1.8,27.4,30.2,25.2,5,26.3,7/13/2017
1290,Ang Mo Kio,2017,7,14,,,,,25.7,28.3,22.9,4,45,7/14/2017
1291,Ang Mo Kio,2017,7,15,,,,,27.3,31.5,23.8,6.1,36,7/15/2017
1292,Ang Mo Kio,2017,7,16,,,,,28.6,32.2,26.8,8.3,33.5,7/16/2017
1293,Ang Mo Kio,2017,7,17,,,,,29,32.1,26.8,7.2,32.4,7/17/2017
1294,Ang Mo Kio,2017,7,18,,,,,28.6,31.3,27.2,6.5,29.2,7/18/2017
1295,Ang Mo Kio,2017,7,19,,,,,28.9,32.7,26.7,6.1,21.6,7/19/2017
1296,Ang Mo Kio,2017,7,20,0,0,0,0,28.8,32.1,27.1,6.5,23.8,7/20/2017
1297,Ang Mo Kio,2017,7,21,0,0,0,0,29.4,33,27.4,7.6,26.3,7/21/2017
1298,Ang Mo Kio,2017,7,22,0,0,0,0,29.6,33.2,27.7,8.3,29.9,7/22/2017
1299,Ang Mo Kio,2017,7,23,0,0,0,0,29.5,33.4,27.4,7.9,29.2,7/23/2017
1300,Ang Mo Kio,2017,7,24,0,0,0,0,29.4,32,27.6,8.3,28.4,7/24/2017
1301,Ang Mo Kio,2017,7,25,0,0,0,0,29.4,32.8,27.4,9,33.8,7/25/2017
1302,Ang Mo Kio,2017,7,26,7.2,7.2,7.2,7.2,28.6,30.7,24.4,7.2,46.4,7/26/2017
1303,Ang Mo Kio,2017,7,27,0,0,0,0,29.1,31.8,27.2,7.6,32.4,7/27/2017
1304,Ang Mo Kio,2017,7,28,0,0,0,0,29.8,33.4,27.5,7.2,28.1,7/28/2017
1305,Ang Mo Kio,2017,7,29,3.4,3.4,3.4,3.4,29.6,32.3,27.7,6.8,28.4,7/29/2017
1306,Ang Mo Kio,2017,7,30,0,0,0,0,29.5,33.1,27.9,7.6,28.8,7/30/2017
1307,Ang Mo Kio,2017,7,31,0,0,0,0,29.6,33,27.8,7.6,31.7,7/31/2017
1308,Ang Mo Kio,2017,8,1,0.4,0.4,0.4,0.4,29.5,32.4,26.9,7.6,30.2,8/1/2017
1309,Ang Mo Kio,2017,8,2,0,0,0,0,29.4,31.6,27.9,8.6,33.8,8/2/2017
1310,Ang Mo Kio,2017,8,3,0,0,0,0,29.3,32.5,27.4,7.9,30.2,8/3/2017
1311,Ang Mo Kio,2017,8,4,0,0,0,0,29.5,33,27.3,8.3,28.8,8/4/2017
1312,Ang Mo Kio,2017,8,5,0,0,0,0,29.4,33.1,27.7,8.6,32.4,8/5/2017
1313,Ang Mo Kio,2017,8,6,10.2,4,7.8,10,28.7,33.4,25.7,7.2,35.3,8/6/2017
1314,Ang Mo Kio,2017,8,7,2,1.6,1.6,1.8,28.3,30.1,26.4,7.6,27.7,8/7/2017
1315,Ang Mo Kio,2017,8,8,9.4,7.6,7.6,7.6,27.5,30,25.2,5.8,31.7,8/8/2017
1316,Ang Mo Kio,2017,8,9,0.6,0.2,0.4,0.6,27.5,31,25.1,6.5,32.8,8/9/2017
1317,Ang Mo Kio,2017,8,10,0,0,0,0,28.6,31.9,25.8,5.8,30.2,8/10/2017
1318,Ang Mo Kio,2017,8,11,16.6,14.6,15.6,15.6,26.9,29.1,24.2,4.3,27.4,8/11/2017
1319,Ang Mo Kio,2017,8,12,30.4,16,17,17,26.2,29.1,24.1,4.3,20.9,8/12/2017
1320,Ang Mo Kio,2017,8,13,0.6,0.4,0.4,0.4,26.9,28.7,25.4,5.4,22.3,8/13/2017
1321,Ang Mo Kio,2017,8,14,,,,,28.1,31.3,25.5,5,26.3,8/14/2017
1322,Ang Mo Kio,2017,8,15,,,,,26.8,28.2,24.5,5,31.3,8/15/2017
1323,Ang Mo Kio,2017,8,16,,,,,28.3,32.7,25.7,5.4,25.9,8/16/2017
1324,Ang Mo Kio,2017,8,17,33.6,19.6,25.4,27.8,26.9,31.6,23.1,7.6,28.4,8/17/2017
1325,Ang Mo Kio,2017,8,18,2.4,1.4,1.6,1.8,27.3,31.2,24.7,5.8,37.8,8/18/2017
1326,Ang Mo Kio,2017,8,19,0.2,0.2,0.2,0.2,28.3,32.4,26.2,7.2,38.2,8/19/2017
1327,Ang Mo Kio,2017,8,20,0,0,0,0,28.8,32.1,27,7.9,31.7,8/20/2017
1328,Ang Mo Kio,2017,8,21,0,0,0,0,28.7,32.2,27.1,6.8,29.9,8/21/2017
1329,Ang Mo Kio,2017,8,22,0,0,0,0,27.6,29.2,25.9,6.1,33.5,8/22/2017
1330,Ang Mo Kio,2017,8,23,0,0,0,0,29.3,32.9,26.8,7.2,32.4,8/23/2017
1331,Ang Mo Kio,2017,8,24,0.2,0.2,0.2,0.2,28.9,32.1,27.3,6.8,33.1,8/24/2017
1332,Ang Mo Kio,2017,8,25,0,0,0,0,28.5,31.8,26,6.5,29.5,8/25/2017
1333,Ang Mo Kio,2017,8,26,0,0,0,0,28.9,32,27.2,7.6,29.2,8/26/2017
1334,Ang Mo Kio,2017,8,27,1.4,1.2,1.2,1.2,27.8,30.9,25.2,7.2,31,8/27/2017
1335,Ang Mo Kio,2017,8,28,0.2,0.2,0.2,0.2,28.4,31.4,27,5.4,25.6,8/28/2017
1336,Ang Mo Kio,2017,8,29,1,0.8,0.8,1,26.8,29.7,25.6,5,21.2,8/29/2017
1337,Ang Mo Kio,2017,8,30,0,0,0,0,27.8,32.2,25.5,4.3,22.3,8/30/2017
1338,Ang Mo Kio,2017,8,31,0,0,0,0,28.7,32.6,25.9,7.2,36,8/31/2017
1339,Ang Mo Kio,2017,9,1,0.4,0.4,0.4,0.4,29.1,31.8,27.2,9,31.3,9/1/2017
1340,Ang Mo Kio,2017,9,2,0,0,0,0,29.2,33.1,27.1,9,32.8,9/2/2017
1341,Ang Mo Kio,2017,9,3,0.2,0.2,0.2,0.2,28.9,32.6,27.3,10.8,34.6,9/3/2017
1342,Ang Mo Kio,2017,9,4,0,0,0,0,29.1,32.5,26.3,5.8,26.3,9/4/2017
1343,Ang Mo Kio,2017,9,5,0.4,0.2,0.2,0.2,28.9,31.9,25.9,7.6,43.6,9/5/2017
1344,Ang Mo Kio,2017,9,6,23.8,17.2,20.4,21.2,26.8,29.6,24,4.7,31.7,9/6/2017
1345,Ang Mo Kio,2017,9,7,1.8,1.8,1.8,1.8,28.3,32.5,25.9,4.7,24.5,9/7/2017
1346,Ang Mo Kio,2017,9,8,10,5.6,6.6,9.6,27.7,32.4,24.4,6.1,29.5,9/8/2017
1347,Ang Mo Kio,2017,9,9,0.4,0.4,0.4,0.4,28.2,31.2,25.9,4.3,43.6,9/9/2017
1348,Ang Mo Kio,2017,9,10,1.8,1.8,1.8,1.8,27.7,31.3,25.8,4,35.6,9/10/2017
1349,Ang Mo Kio,2017,9,11,6.8,4.4,4.4,4.6,26.6,30.1,23.7,4.7,27,9/11/2017
1350,Ang Mo Kio,2017,9,12,,,,,29.1,33.5,25.8,4.7,24.1,9/12/2017
1351,Ang Mo Kio,2017,9,13,,,,,29.4,33.4,26.1,6.5,27.4,9/13/2017
1352,Ang Mo Kio,2017,9,14,,,,,28.6,31.5,26.8,5.4,26.3,9/14/2017
1353,Ang Mo Kio,2017,9,15,2.4,1.4,1.6,1.6,27.2,29.2,25.9,4.3,29.5,9/15/2017
1354,Ang Mo Kio,2017,9,16,2.4,1.8,2.2,2.2,27.6,31.4,24.1,6.5,30.2,9/16/2017
1355,Ang Mo Kio,2017,9,17,1.8,1.6,1.6,1.6,28.7,33.1,27.1,8.3,41.4,9/17/2017
1356,Ang Mo Kio,2017,9,18,7.8,3,3.4,4.8,26.8,31.6,24.3,4.7,28.4,9/18/2017
1357,Ang Mo Kio,2017,9,19,2.2,0.6,0.8,1,26.1,31.4,24.7,4.3,27.7,9/19/2017
1358,Ang Mo Kio,2017,9,20,6,5,5,5,27,29.9,24.3,6.1,46.1,9/20/2017
1359,Ang Mo Kio,2017,9,21,3,0.8,1.2,1.8,26.9,30.3,23.7,5.4,38.2,9/21/2017
1360,Ang Mo Kio,2017,9,22,0,0,0,0,29.1,32.2,25.5,5.4,25.2,9/22/2017
1361,Ang Mo Kio,2017,9,23,8,8,8,8,29.2,32.9,25,6.5,28.1,9/23/2017
1362,Ang Mo Kio,2017,9,24,3.8,2.8,3.6,3.6,28.4,32.4,24.1,5.8,27.7,9/24/2017
1363,Ang Mo Kio,2017,9,25,0.2,0.2,0.2,0.2,28.7,33.2,26.4,5.4,30.6,9/25/2017
1364,Ang Mo Kio,2017,9,26,32.2,26,29.2,29.4,27.3,32.6,24.1,4.3,33.5,9/26/2017
1365,Ang Mo Kio,2017,9,27,0.6,0.6,0.6,0.6,27.5,31,24.7,4.3,28.1,9/27/2017
1366,Ang Mo Kio,2017,9,28,0,0,0,0,28.5,32.1,26.5,4.3,29.5,9/28/2017
1367,Ang Mo Kio,2017,9,29,27.8,12.4,21.2,27.2,27.4,31,22.9,4.7,42.1,9/29/2017
1368,Ang Mo Kio,2017,9,30,0,0,0,0,27.9,30.4,25.9,6.5,28.8,9/30/2017
1369,Ang Mo Kio,2017,10,1,9.6,3.2,4.2,4.8,26.7,29.4,25.3,4,37.1,10/1/2017
1370,Ang Mo Kio,2017,10,2,0,0,0,0,28,32.4,24.6,4.7,24.5,10/2/2017
1371,Ang Mo Kio,2017,10,3,0.8,0.4,0.6,0.6,27.3,31.6,25.4,4,32,10/3/2017
1372,Ang Mo Kio,2017,10,4,1.8,0.8,1.2,1.4,25.8,28.2,23.8,4.7,24.1,10/4/2017
1373,Ang Mo Kio,2017,10,5,0,0,0,0,27.5,32.7,24.7,3.6,21.2,10/5/2017
1374,Ang Mo Kio,2017,10,6,2.2,2.2,2.2,2.2,27.8,33.2,25.5,4,20.9,10/6/2017
1375,Ang Mo Kio,2017,10,7,45.8,37.4,45.2,45.6,27.4,34,22.8,4.3,39.6,10/7/2017
1376,Ang Mo Kio,2017,10,8,7.6,5.6,6.6,6.8,26.9,31.4,24.4,4,35.3,10/8/2017
1377,Ang Mo Kio,2017,10,9,21.4,15.8,18.8,20.6,28.1,32.7,24.1,5.8,31.7,10/9/2017
1378,Ang Mo Kio,2017,10,10,35.4,18.2,26,33.6,27.8,31.9,24.2,6.5,24.1,10/10/2017
1379,Ang Mo Kio,2017,10,11,10.4,8.2,8.8,10.4,28.5,33.1,23.2,6.1,31,10/11/2017
1380,Ang Mo Kio,2017,10,12,7.8,5.2,6,6,27.3,30.1,24.4,5.4,26.6,10/12/2017
1381,Ang Mo Kio,2017,10,13,1,0.8,1,1,27.3,30.9,24.2,5.8,24.1,10/13/2017
1382,Ang Mo Kio,2017,10,14,0,0,0,0,29.5,33,26.9,6.1,26.3,10/14/2017
1383,Ang Mo Kio,2017,10,15,0,0,0,0,30.2,35,27.4,4.7,24.5,10/15/2017
1384,Ang Mo Kio,2017,10,16,0,0,0,0,29.5,33.6,26,6.1,33.1,10/16/2017
1385,Ang Mo Kio,2017,10,17,0,0,0,0,30.9,34.8,27.8,5,29.2,10/17/2017
1386,Ang Mo Kio,2017,10,18,0,0,0,0,30.8,35.2,27.6,6.1,23.8,10/18/2017
1387,Ang Mo Kio,2017,10,19,0,0,0,0,30.3,34.2,27.5,6.1,28.1,10/19/2017
1388,Ang Mo Kio,2017,10,20,0,0,0,0,30.2,34.6,26.4,5,27,10/20/2017
1389,Ang Mo Kio,2017,10,21,0,0,0,0,29.8,33.9,27.4,5,29.2,10/21/2017
1390,Ang Mo Kio,2017,10,22,0,0,0,0,29.3,32.1,26.5,5.8,35.3,10/22/2017
1391,Ang Mo Kio,2017,10,23,0,0,0,0,28.7,31.4,26.5,4.7,23,10/23/2017
1392,Ang Mo Kio,2017,10,24,18.6,14.6,14.6,16.4,27.3,31.3,23.9,4,35.6,10/24/2017
1393,Ang Mo Kio,2017,10,25,21.6,18.4,21.2,21.4,27.3,33.9,23.5,4.3,57.6,10/25/2017
1394,Ang Mo Kio,2017,10,26,0,0,0,0,27.6,33.1,25.6,4,22.7,10/26/2017
1395,Ang Mo Kio,2017,10,27,0,0,0,0,27.5,30.7,25.5,4,19.4,10/27/2017
1396,Ang Mo Kio,2017,10,28,0,0,0,0,28.6,34.2,25.7,5.8,31,10/28/2017
1397,Ang Mo Kio,2017,10,29,2.2,2.2,2.2,2.2,26.5,31.8,24.6,3.6,20.2,10/29/2017
1398,Ang Mo Kio,2017,10,30,9.2,3,3.8,6.6,26.7,29.2,25,4,20.5,10/30/2017
1399,Ang Mo Kio,2017,10,31,2.8,2.2,2.2,2.8,26.1,27.8,23.3,4.3,35.3,10/31/2017
1400,Ang Mo Kio,2017,11,1,0.8,0.8,0.8,0.8,27.5,32.7,25.1,4.3,23.8,11/1/2017
1401,Ang Mo Kio,2017,11,2,0,0,0,0,28,31.5,25.8,5,27.7,11/2/2017
1402,Ang Mo Kio,2017,11,3,33.4,28.2,29.4,30,28,32.4,22.9,6.1,54.7,11/3/2017
1403,Ang Mo Kio,2017,11,4,11.6,3.8,4.6,4.6,27.3,32.4,23.6,5,27.7,11/4/2017
1404,Ang Mo Kio,2017,11,5,0.8,0.4,0.6,0.6,28,32.1,24.8,4.3,28.4,11/5/2017
1405,Ang Mo Kio,2017,11,6,45.8,18.6,30.2,32.4,26.4,30.4,23,4,25.2,11/6/2017
1406,Ang Mo Kio,2017,11,7,1.8,1.2,1.6,1.6,26.7,29.8,24.7,4,20.2,11/7/2017
1407,Ang Mo Kio,2017,11,8,0.2,0.2,0.2,0.2,27.1,31,24.1,6.8,29.9,11/8/2017
1408,Ang Mo Kio,2017,11,9,30.4,15.4,18.6,25.2,26.4,32.9,23.2,4,37.4,11/9/2017
1409,Ang Mo Kio,2017,11,10,15.2,5,6,7.8,25.8,31.5,23.6,3.6,25.6,11/10/2017
1410,Ang Mo Kio,2017,11,11,24.6,14.8,21.4,23,25.8,30,24.3,3.6,34.9,11/11/2017
1411,Ang Mo Kio,2017,11,12,2,1,1.2,1.8,27.4,31.3,24.6,4.7,32.8,11/12/2017
1412,Ang Mo Kio,2017,11,13,21.8,19,20.6,20.8,27.3,33.4,24.3,5,30.2,11/13/2017
1413,Ang Mo Kio,2017,11,14,39.4,13.8,24.4,32.4,25.7,27,23.3,5,22.7,11/14/2017
1414,Ang Mo Kio,2017,11,15,0,0,0,0,27.1,31.6,24.8,4.7,22,11/15/2017
1415,Ang Mo Kio,2017,11,16,4,3.8,3.8,3.8,28,33,25.3,4.3,25.9,11/16/2017
1416,Ang Mo Kio,2017,11,17,2.8,2.8,2.8,2.8,27.4,31.2,24.3,5,29.5,11/17/2017
1417,Ang Mo Kio,2017,11,18,41.2,19.4,31.6,41,27.4,33.2,23.1,4,33.8,11/18/2017
1418,Ang Mo Kio,2017,11,19,0,0,0,0,28.4,32.4,26.1,5,24.5,11/19/2017
1419,Ang Mo Kio,2017,11,20,0.6,0.2,0.4,0.6,27.6,31.3,25.6,4.7,23.8,11/20/2017
1420,Ang Mo Kio,2017,11,21,1.8,1,1.8,1.8,25.9,28,23.7,4,29.2,11/21/2017
1421,Ang Mo Kio,2017,11,22,0,0,0,0,27.7,33.9,24.7,4.3,24.5,11/22/2017
1422,Ang Mo Kio,2017,11,23,19.2,15.6,16.8,19,26.5,29.2,23.9,4,24.8,11/23/2017
1423,Ang Mo Kio,2017,11,24,0.2,0.2,0.2,0.2,26.5,30.6,24.3,5.8,37.8,11/24/2017
1424,Ang Mo Kio,2017,11,25,0,0,0,0,27.6,32.7,24.9,4.7,23,11/25/2017
1425,Ang Mo Kio,2017,11,26,16.8,16.2,16.2,16.2,26.5,30.3,24,4,31.7,11/26/2017
1426,Ang Mo Kio,2017,11,27,1.6,0.6,1,1.4,25.8,27.4,24.5,4.7,16.6,11/27/2017
1427,Ang Mo Kio,2017,11,28,1.2,0.4,0.4,0.6,26.8,30.8,24.8,6.1,27.4,11/28/2017
1428,Ang Mo Kio,2017,11,29,3.2,2.6,2.6,2.6,27.3,31.1,24.8,7.6,29.5,11/29/2017
1429,Ang Mo Kio,2017,11,30,0,0,0,0,28,31.9,25.6,8.6,37.4,11/30/2017
1430,Ang Mo Kio,2017,12,1,0,0,0,0,28.6,34.6,25.6,5.8,29.5,12/1/2017
1431,Ang Mo Kio,2017,12,2,0,0,0,0,28.9,34.3,25.2,5.4,22.7,12/2/2017
1432,Ang Mo Kio,2017,12,3,0,0,0,0,28.8,32.9,26.4,5,21.2,12/3/2017
1433,Ang Mo Kio,2017,12,4,0.2,0.2,0.2,0.2,27.6,32.3,25.9,4.3,19.8,12/4/2017
1434,Ang Mo Kio,2017,12,5,2,2,2,2,28.1,32.6,26,4.7,28.1,12/5/2017
1435,Ang Mo Kio,2017,12,6,0,0,0,0,28.3,33.5,25.6,4.7,23,12/6/2017
1436,Ang Mo Kio,2017,12,7,8.8,6.2,7.6,8.6,26.9,31.6,24.8,4.3,20.9,12/7/2017
1437,Ang Mo Kio,2017,12,8,0.2,0.2,0.2,0.2,27,29.5,25.2,6.5,31,12/8/2017
1438,Ang Mo Kio,2017,12,9,0,0,0,0,25.8,26.9,24.7,6.1,34.6,12/9/2017
1439,Ang Mo Kio,2017,12,10,56,23.4,46.2,51.6,27.2,32.8,23.9,5.4,41,12/10/2017
1440,Ang Mo Kio,2017,12,11,20.6,10,15.2,17.4,26.6,32,24.5,5.4,30.2,12/11/2017
1441,Ang Mo Kio,2017,12,12,19.6,12.8,14.4,14.8,25.9,30.3,23.4,4.7,24.5,12/12/2017
1442,Ang Mo Kio,2017,12,13,26.6,12.2,16.2,24.2,26.1,32,23.6,4.3,29.9,12/13/2017
1443,Ang Mo Kio,2017,12,14,0.6,0.4,0.6,0.6,27,33.3,24.2,4.7,44.6,12/14/2017
1444,Ang Mo Kio,2017,12,15,26,20.2,25,25,26.5,31.7,23.3,5,30.2,12/15/2017
1445,Ang Mo Kio,2017,12,16,4.4,3.8,4.2,4.2,26.6,31,24.4,5.4,31,12/16/2017
1446,Ang Mo Kio,2017,12,17,0,0,0,0,27.1,31.8,24.8,8.3,40.3,12/17/2017
1447,Ang Mo Kio,2017,12,18,0,0,0,0,27.3,30.7,25.3,9,40.7,12/18/2017
1448,Ang Mo Kio,2017,12,19,3.6,2.4,3.2,3.6,26,30.1,24.3,8.6,37.1,12/19/2017
1449,Ang Mo Kio,2017,12,20,0,0,0,0,26.7,30.4,24.4,8.3,34.6,12/20/2017
1450,Ang Mo Kio,2017,12,21,0,0,0,0,27.4,31.3,25.1,7.9,35.6,12/21/2017
1451,Ang Mo Kio,2017,12,22,25.4,16.8,21.4,21.6,27.6,32.3,23.9,6.1,27.4,12/22/2017
1452,Ang Mo Kio,2017,12,23,6.6,2.8,3.6,3.6,27.4,32.2,23.9,6.1,28.4,12/23/2017
1453,Ang Mo Kio,2017,12,24,0.2,0.2,0.2,0.2,26.2,27.8,24.9,6.1,22.7,12/24/2017
1454,Ang Mo Kio,2017,12,25,39.2,30.6,35.2,35.2,26.9,32.1,23.3,5,32.4,12/25/2017
1455,Ang Mo Kio,2017,12,26,3,2.2,2.4,3,27.2,31.4,23.9,4.7,20.2,12/26/2017
1456,Ang Mo Kio,2017,12,27,9,7.4,8,9,26.4,30.6,23.5,5,20.2,12/27/2017
1457,Ang Mo Kio,2017,12,28,4.4,2.4,4.2,4.4,26.7,31.8,24.9,5.8,30.2,12/28/2017
1458,Ang Mo Kio,2017,12,29,0,0,0,0,27.5,31.1,25.4,8.3,36.4,12/29/2017
1459,Ang Mo Kio,2017,12,30,6.6,4.4,4.6,4.6,26.3,29.3,24.6,7.2,41.4,12/30/2017
1460,Ang Mo Kio,2017,12,31,83.4,22.4,26.8,31,24.6,25.5,23.5,5,35.3,12/31/2017
1461,Ang Mo Kio,2018,1,1,55.4,19.4,24.6,29.2,24.5,26.2,23.4,4.3,28.8,1/1/2018
1462,Ang Mo Kio,2018,1,2,7.6,4.6,6.2,7,25,27.3,24.1,4.7,22,1/2/2018
1463,Ang Mo Kio,2018,1,3,19.4,17.8,19.2,19.2,26.1,31,23.8,4.3,23.4,1/3/2018
1464,Ang Mo Kio,2018,1,4,0.2,0.2,0.2,0.2,26.1,28.6,24.5,5.4,22.7,1/4/2018
1465,Ang Mo Kio,2018,1,5,2.8,1.6,2.4,2.6,25.9,28.4,24.8,4,16.6,1/5/2018
1466,Ang Mo Kio,2018,1,6,0,0,0,0,27.1,30.5,24.5,4.7,20.2,1/6/2018
1467,Ang Mo Kio,2018,1,7,10.2,8.4,10.2,10.2,26.6,30.7,24.1,5.4,28.4,1/7/2018
1468,Ang Mo Kio,2018,1,8,77.2,32,43.8,67.4,26.4,31,22.6,4.3,24.1,1/8/2018
1469,Ang Mo Kio,2018,1,9,4.4,2.8,3.8,3.8,26.7,32.1,24.7,5.4,25.9,1/9/2018
1470,Ang Mo Kio,2018,1,10,23.4,2.6,4.4,7.6,24.4,26.6,22.8,4.3,23,1/10/2018
1471,Ang Mo Kio,2018,1,11,11.4,0.8,1.4,2.4,23.4,25.5,21.8,7.2,31,1/11/2018
1472,Ang Mo Kio,2018,1,12,8.2,0.8,1.4,2.2,22.5,23.6,21.7,7.2,23.4,1/12/2018
1473,Ang Mo Kio,2018,1,13,17.2,2.8,3.6,5,22.6,23.2,22.1,5.8,18.4,1/13/2018
1474,Ang Mo Kio,2018,1,14,7,1,1.6,3,23.1,25.1,21.3,6.5,56.9,1/14/2018
1475,Ang Mo Kio,2018,1,15,0.8,0.6,0.8,0.8,24.7,27.1,22.5,5.8,20.9,1/15/2018
1476,Ang Mo Kio,2018,1,16,0,0,0,0,26,29.3,23.3,6.1,22,1/16/2018
1477,Ang Mo Kio,2018,1,17,0,0,0,0,26.9,31.5,24.4,7.6,30.2,1/17/2018
1478,Ang Mo Kio,2018,1,18,2.6,2.6,2.6,2.6,26.9,31.1,24.2,7.9,31.7,1/18/2018
1479,Ang Mo Kio,2018,1,19,1.4,0.6,0.8,0.8,26.5,32.4,24.2,5,24.5,1/19/2018
1480,Ang Mo Kio,2018,1,20,6.2,5,6,6.2,26.3,32.7,24.5,4,25.9,1/20/2018
1481,Ang Mo Kio,2018,1,21,0.6,0.6,0.6,0.6,27.7,33.5,24.5,5.4,23.8,1/21/2018
1482,Ang Mo Kio,2018,1,22,0,0,0,0,27.8,32.7,25,5.8,27.4,1/22/2018
1483,Ang Mo Kio,2018,1,23,6.6,3.4,5.4,6.6,26.8,30.7,25.1,5,26.3,1/23/2018
1484,Ang Mo Kio,2018,1,24,6.8,2.2,3.6,4,26.8,31.5,24,4.7,31.7,1/24/2018
1485,Ang Mo Kio,2018,1,25,3.6,2.2,3,3.2,26.4,30.9,24,4.3,27,1/25/2018
1486,Ang Mo Kio,2018,1,26,13,11.6,12.8,12.8,26.3,30.8,23.9,4.7,25.6,1/26/2018
1487,Ang Mo Kio,2018,1,27,0,0,0,0,27.3,32.6,24.7,5.4,21.2,1/27/2018
1488,Ang Mo Kio,2018,1,28,12.8,5.2,9.8,12.8,26.4,32.5,23.5,4.3,24.8,1/28/2018
1489,Ang Mo Kio,2018,1,29,0,0,0,0,27.8,32.8,24.3,6.5,29.5,1/29/2018
1490,Ang Mo Kio,2018,1,30,16.4,9,16,16.4,27.2,33.6,23.5,5.8,41.8,1/30/2018
1491,Ang Mo Kio,2018,1,31,18.6,8,14.2,18.6,27.1,33.2,23.6,6.5,24.8,1/31/2018
1492,Ang Mo Kio,2018,2,1,3.2,3.2,3.2,3.2,27.8,31.8,25.3,8.3,32.4,2/1/2018
1493,Ang Mo Kio,2018,2,2,6,1.2,2,3.2,25.1,26.8,23.6,6.8,28.4,2/2/2018
1494,Ang Mo Kio,2018,2,3,0.2,0.2,0.2,0.2,26.9,30.5,24.2,9.4,41.4,2/3/2018
1495,Ang Mo Kio,2018,2,4,3.6,3.4,3.4,3.4,26.2,29.6,24.5,8.6,42.8,2/4/2018
1496,Ang Mo Kio,2018,2,5,0,0,0,0,26.5,30.2,24.4,9.7,40.7,2/5/2018
1497,Ang Mo Kio,2018,2,6,0,0,0,0,26.2,30.2,24,9.7,42.5,2/6/2018
1498,Ang Mo Kio,2018,2,7,0,0,0,0,25.5,28.4,23.8,9,38.2,2/7/2018
1499,Ang Mo Kio,2018,2,8,0,0,0,0,25.9,29.8,23.3,8.6,32,2/8/2018
1500,Ang Mo Kio,2018,2,9,0,0,0,0,26.2,30.5,23.3,9,33.8,2/9/2018
1501,Ang Mo Kio,2018,2,10,0,0,0,0,26.1,30.5,23.2,8.3,30.2,2/10/2018
1502,Ang Mo Kio,2018,2,11,0,0,0,0,26.5,31.3,23.7,9,33.1,2/11/2018
1503,Ang Mo Kio,2018,2,12,0,0,0,0,26.8,30.8,24.2,10.1,36.7,2/12/2018
1504,Ang Mo Kio,2018,2,13,0,0,0,0,26.7,31.6,24.2,8.6,33.5,2/13/2018
1505,Ang Mo Kio,2018,2,14,0,0,0,0,26.5,31,24.1,9,36,2/14/2018
1506,Ang Mo Kio,2018,2,15,11.4,7.6,7.6,11.4,27,33.2,24.3,6.1,25.2,2/15/2018
1507,Ang Mo Kio,2018,2,16,0,0,0,0,27.2,32.8,24.2,5.8,23.8,2/16/2018
1508,Ang Mo Kio,2018,2,17,6,5.8,6,6,27.1,33.3,24.3,6.5,32.8,2/17/2018
1509,Ang Mo Kio,2018,2,18,0,0,0,0,27.4,32.6,24.7,6.5,28.8,2/18/2018
1510,Ang Mo Kio,2018,2,19,0,0,0,0,27.2,32.1,24,8.3,39.2,2/19/2018
1511,Ang Mo Kio,2018,2,20,0,0,0,0,27.5,31.9,24.5,7.6,32.4,2/20/2018
1512,Ang Mo Kio,2018,2,21,0,0,0,0,27.4,31.4,24.7,7.6,34.2,2/21/2018
1513,Ang Mo Kio,2018,2,22,0,0,0,0,27.8,33.1,24.8,7.6,34.2,2/22/2018
1514,Ang Mo Kio,2018,2,23,2.6,1.2,1.6,1.8,26.7,31.9,24.5,6.5,31.3,2/23/2018
1515,Ang Mo Kio,2018,2,24,0.8,0.4,0.6,0.8,25.4,27.8,23.9,6.1,31.3,2/24/2018
1516,Ang Mo Kio,2018,2,25,0.2,0.2,0.2,0.2,26.8,31,24.2,7.2,31.3,2/25/2018
1517,Ang Mo Kio,2018,2,26,0,0,0,0,27.1,30.6,25,8.3,32.4,2/26/2018
1518,Ang Mo Kio,2018,2,27,0,0,0,0,27.1,31.2,24.7,8.3,32.8,2/27/2018
1519,Ang Mo Kio,2018,2,28,35.2,25.8,33.4,35.2,27.3,33.1,25.1,7.2,28.4,2/28/2018
1520,Ang Mo Kio,2018,3,1,0,0,0,0,27.6,31.8,24.8,6.8,29.2,3/1/2018
1521,Ang Mo Kio,2018,3,2,31.6,19.2,28.8,31.6,27,33,23.9,5,26.3,3/2/2018
1522,Ang Mo Kio,2018,3,3,6,4.2,5.2,5.8,27.4,33,25.2,6.1,31.7,3/3/2018
1523,Ang Mo Kio,2018,3,4,0.2,0.2,0.2,0.2,27.6,32.6,25.1,4,23.8,3/4/2018
1524,Ang Mo Kio,2018,3,5,0,0,0,0,28.2,32.8,25.5,7.2,32.8,3/5/2018
1525,Ang Mo Kio,2018,3,6,0,0,0,0,28.6,34.5,25.3,5.4,32.8,3/6/2018
1526,Ang Mo Kio,2018,3,7,11.2,6.8,8,10.8,26.1,28.6,24.3,5.4,30.6,3/7/2018
1527,Ang Mo Kio,2018,3,8,0,0,0,0,26.6,29.3,24.8,6.1,27.7,3/8/2018
1528,Ang Mo Kio,2018,3,9,0,0,0,0,28,32,24.9,9,41,3/9/2018
