,Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),MeanTemperature,Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h),Date
639,Tuas South,2015,10,2,84.2,55.8,78.8,83,27.5,29.7,23.5,6,19.4,2015-10-02
640,Tuas South,2015,10,3,0,0,0,0,28.5,30.8,26.5,5.9,19.4,2015-10-03
641,Tuas South,2015,10,4,0,0,0,0,29.1,31.7,27.3,5.1,22.7,2015-10-04
642,Tuas South,2015,10,5,1.2,1,1.2,1.2,28.4,30.1,27.3,3.4,14.8,2015-10-05
643,Tuas South,2015,10,6,8,6.4,7.4,8,27.6,31.1,24.5,3.2,25.6,2015-10-06
644,Tuas South,2015,10,7,30.2,13.6,23,24.4,27.7,32.1,24.6,3.8,31.3,2015-10-07
645,Tuas South,2015,10,8,0.2,0.2,0.2,0.2,28.1,32.4,25.6,4.8,19.8,2015-10-08
646,Tuas South,2015,10,9,0,0,0,0,29,32.4,25.8,5.4,21.2,2015-10-09
647,Tuas South,2015,10,10,0,0,0,0,29.3,31.9,26.6,4.4,22.7,2015-10-10
648,Tuas South,2015,10,11,0,0,0,0,29.6,32.5,27.4,5.4,23.8,2015-10-11
649,Tuas South,2015,10,12,0,0,0,0,29.4,32.6,27.2,4.7,21.6,2015-10-12
650,Tuas South,2015,10,13,0.6,0.6,0.6,0.6,29.3,32.9,27,4.3,22.7,2015-10-13
651,Tuas South,2015,10,14,0.6,0.4,0.4,0.6,29.3,32.5,27.4,4.2,22.7,2015-10-14
652,Tuas South,2015,10,15,0,0,0,0,29.6,32.8,27.3,5.1,19.4,2015-10-15
653,Tuas South,2015,10,16,0,0,0,0,29.5,32.2,27.3,4.4,19.1,2015-10-16
654,Tuas South,2015,10,17,0,0,0,0,29.5,31.8,27.8,4.2,18.4,2015-10-17
655,Tuas South,2015,10,18,0,0,0,0,29.6,32.1,27.8,4,17.6,2015-10-18
656,Tuas South,2015,10,19,0,0,0,0,29.8,32.4,28,5.3,25.9,2015-10-19
657,Tuas South,2015,10,20,0,0,0,0,29.6,32.3,27.8,5.9,25.6,2015-10-20
658,Tuas South,2015,10,21,0,0,0,0,29.7,32.7,27.6,4.6,22,2015-10-21
659,Tuas South,2015,10,22,0,0,0,0,29.3,32,27.5,5.1,19.4,2015-10-22
660,Tuas South,2015,10,23,0,0,0,0,30,32.7,28.1,4.6,25.6,2015-10-23
661,Tuas South,2015,10,24,0,0,0,0,29.6,32.9,28.1,3.5,24.8,2015-10-24
662,Tuas South,2015,10,25,8.6,3,5.6,5.8,28.2,31.5,26.6,3.7,18,2015-10-25
663,Tuas South,2015,10,26,,,,,28.2,31.5,26.6,,,2015-10-26
664,Tuas South,2015,10,27,18.8,14.8,15.8,16.2,28.2,31.4,25.4,4.8,19.8,2015-10-27
665,Tuas South,2015,10,28,15.2,10.6,11.6,13.6,26.8,30,22.8,4.7,28.1,2015-10-28
666,Tuas South,2015,10,29,0,0,0,0,28.3,31.8,25.5,6,20.2,2015-10-29
667,Tuas South,2015,10,30,4,1.6,1.6,2.8,27,29.3,25.3,5.1,21.2,2015-10-30
668,Tuas South,2015,10,31,5.2,4,4.4,5.2,27.2,30.9,25.2,5.1,22.3,2015-10-31
669,Tuas South,2015,11,1,0.8,0.4,0.4,0.6,27.6,31.7,25.4,5.3,18.4,2015-11-01
670,Tuas South,2015,11,2,22.8,12.8,22.4,22.6,27.3,31.7,24,4.5,17.3,2015-11-02
671,Tuas South,2015,11,3,0,0,0,0,28.2,32.1,25.9,6.3,19.8,2015-11-03
672,Tuas South,2015,11,4,0,0,0,0,28,30.7,26,6.6,27.7,2015-11-04
673,Tuas South,2015,11,5,0,0,0,0,28.6,30.8,26.4,7.2,22,2015-11-05
674,Tuas South,2015,11,6,0,0,0,0,28.8,30.7,27.1,8.6,22,2015-11-06
675,Tuas South,2015,11,7,8.6,6,7.2,8,27.8,30.4,25.5,8,36,2015-11-07
676,Tuas South,2015,11,8,2.8,1.6,2.8,2.8,27.3,29.4,25.9,3.6,21.6,2015-11-08
677,Tuas South,2015,11,9,0,0,0,0,27.9,29.7,25.7,4.4,14,2015-11-09
678,Tuas South,2015,11,10,1.4,0.8,0.8,0.8,28.1,31.8,26.6,4.6,18,2015-11-10
679,Tuas South,2015,11,11,11.8,11,11.4,11.8,26.9,30.6,25.1,5.7,19.1,2015-11-11
680,Tuas South,2015,11,12,0,0,0,0,27.8,31.8,25.7,5,20.2,2015-11-12
681,Tuas South,2015,11,13,13,12.4,12.8,12.8,28,31.2,24.6,4,27.4,2015-11-13
682,Tuas South,2015,11,14,0.8,0.6,0.8,0.8,28.6,31.8,26.2,4.3,56.9,2015-11-14
683,Tuas South,2015,11,15,0.6,0.6,0.6,0.6,27.7,30.3,25.7,4.4,29.5,2015-11-15
684,Tuas South,2015,11,16,19,5.6,7.4,10.6,26.2,27.7,25.3,6.2,24.8,2015-11-16
685,Tuas South,2015,11,17,44,25.2,36.4,41.8,27.4,29.6,23.6,7.4,47.5,2015-11-17
686,Tuas South,2015,11,18,0,0,0,0,29.4,33.5,26.3,3.2,21.2,2015-11-18
687,Tuas South,2015,11,19,9.8,9.8,9.8,9.8,28,30.6,24.3,3.8,22,2015-11-19
688,Tuas South,2015,11,20,28,18.4,22.8,24.4,27.1,31.3,24.8,4.3,26.6,2015-11-20
689,Tuas South,2015,11,21,0.2,0.2,0.2,0.2,27.3,29.9,25.7,5.6,19.4,2015-11-21
690,Tuas South,2015,11,22,0,0,0,0,27.9,29.2,26.1,6.6,20.2,2015-11-22
691,Tuas South,2015,11,23,0,0,0,0,28.9,31.6,26.5,5.7,21.2,2015-11-23
692,Tuas South,2015,11,24,4.8,1,1.8,2.8,27.1,28.8,25.9,5.1,34.2,2015-11-24
693,Tuas South,2015,11,25,16.8,13.6,15.6,16.2,27.3,30.9,25.3,5.7,25.9,2015-11-25
694,Tuas South,2015,11,26,23.2,10.8,20.6,21.2,26.5,29.4,24.2,6.5,21.6,2015-11-26
695,Tuas South,2015,11,27,8,6.6,7.8,7.8,27.5,31.8,25.4,5.1,51.8,2015-11-27
696,Tuas South,2015,11,28,0,0,0,0,28.4,33.3,26,5.3,20.2,2015-11-28
697,Tuas South,2015,11,29,24.2,14.2,15.6,22.4,27.4,31.9,24.8,6.4,54,2015-11-29
698,Tuas South,2015,11,30,2.6,1.8,2.6,2.6,28,31,25.7,8.1,25.6,2015-11-30
699,Tuas South,2015,12,1,31.2,21.6,26.2,28,26.8,31.9,23.9,5,32.8,2015-12-01
700,Tuas South,2015,12,2,3,1.4,2,2.4,27.4,31.2,25.2,5.2,28.8,2015-12-02
701,Tuas South,2015,12,3,17.2,15.4,16.4,16.6,27.7,31.6,24.7,4.6,24.1,2015-12-03
702,Tuas South,2015,12,4,6.4,5.6,6.2,6.2,28.1,31.5,26.7,3.2,16.6,2015-12-04
703,Tuas South,2015,12,5,21.2,17.2,20.2,20.6,27.5,32.1,24.7,4.1,20.2,2015-12-05
704,Tuas South,2015,12,6,5.4,4.8,5.2,5.4,27.6,32.9,24.9,4.7,31.3,2015-12-06
705,Tuas South,2015,12,7,0,0,0,0,28.9,33.2,25.9,5.5,25.6,2015-12-07
706,Tuas South,2015,12,8,41.6,32.6,32.8,39.6,27.4,30.3,24.7,4.6,25.2,2015-12-08
707,Tuas South,2015,12,9,0.8,0.4,0.6,0.8,28.1,31.9,25.5,5.8,23.4,2015-12-09
708,Tuas South,2015,12,10,2.6,2,2.2,2.2,27.8,32,25.7,5.3,69.8,2015-12-10
709,Tuas South,2015,12,11,9.8,8.6,9.6,9.8,27.3,29.5,23.9,5.5,25.2,2015-12-11
710,Tuas South,2015,12,12,36.8,26.8,33.2,35,26.9,31.2,24.5,5.8,27.4,2015-12-12
711,Tuas South,2015,12,13,14.4,4,5.2,6.4,25.8,27.9,24.8,6.2,29.5,2015-12-13
712,Tuas South,2015,12,14,13.6,13.2,13.2,13.2,26.9,31.1,24.7,5.8,28.1,2015-12-14
713,Tuas South,2015,12,15,0,0,0,0,27.7,29.5,25.6,5.1,17.6,2015-12-15
714,Tuas South,2015,12,16,1.4,1.2,1.4,1.4,27.6,29.8,25.7,5.4,29.5,2015-12-16
715,Tuas South,2015,12,17,0,0,0,0,27.9,31.1,26,6.9,31.7,2015-12-17
716,Tuas South,2015,12,18,1,0.6,0.6,1,27.5,31.1,25.1,6.3,33.8,2015-12-18
717,Tuas South,2015,12,19,1.4,1.4,1.4,1.4,28.4,32.8,25.7,5.9,25.6,2015-12-19
718,Tuas South,2015,12,20,0,0,0,0,28.3,32.7,25.6,7.6,23.4,2015-12-20
719,Tuas South,2015,12,21,0,0,0,0,28.9,32.5,26.7,7.5,26.6,2015-12-21
720,Tuas South,2015,12,22,0,0,0,0,29.2,31.8,26.7,7.7,23.8,2015-12-22
721,Tuas South,2015,12,23,31.6,24.8,30,31.2,28.3,32.2,23.6,6.6,43.2,2015-12-23
722,Tuas South,2015,12,24,5.8,4.8,5.2,5.4,27.1,28.6,24.6,3.3,18,2015-12-24
723,Tuas South,2015,12,25,0,0,0,0,28,32.7,25.9,3.9,21.6,2015-12-25
724,Tuas South,2015,12,26,0,0,0,0,29,33.9,26.2,5.1,27.7,2015-12-26
725,Tuas South,2015,12,27,5.4,5,5.4,5.4,27.9,32,25.8,4.6,55.4,2015-12-27
726,Tuas South,2015,12,28,42.4,13.6,17.6,27.2,27.3,31.5,24.6,5.5,30.6,2015-12-28
727,Tuas South,2015,12,29,14.6,4.4,5.6,7,26.3,29.1,24.5,5.7,27,2015-12-29
728,Tuas South,2015,12,30,0,0,0,0,28.6,32.7,26.1,6.9,23.8,2015-12-30
729,Tuas South,2015,12,31,10.2,5.2,5.2,5.2,27,29.9,25.7,6,22.3,2015-12-31
730,Tuas South,2016,1,1,15.4,6.2,7.6,12.4,26,27.4,24.7,6.1,29.2,2016-01-01
731,Tuas South,2016,1,2,5,2,2.8,3,26,27.6,24.2,4.3,23,2016-01-02
732,Tuas South,2016,1,3,0.2,0.2,0.2,0.2,26.9,28.3,26.1,5.8,20.5,2016-01-03
733,Tuas South,2016,1,4,19,11,11.6,17.2,27.5,31.6,25.1,3.6,23.8,2016-01-04
734,Tuas South,2016,1,5,0.2,0.2,0.2,0.2,28.2,31.7,26.4,4.3,23.8,2016-01-05
735,Tuas South,2016,1,6,0.8,0.8,0.8,0.8,28.6,31.3,26.6,3.6,17.3,2016-01-06
736,Tuas South,2016,1,7,0,0,0,0,28.8,31.8,26.4,5.4,24.5,2016-01-07
737,Tuas South,2016,1,8,0,0,0,0,28.4,32.5,26,5,56.5,2016-01-08
738,Tuas South,2016,1,9,0,0,0,0,29,34.1,26.3,5.8,27.4,2016-01-09
739,Tuas South,2016,1,10,0,0,0,0,28.6,31.3,26.5,5.4,20.9,2016-01-10
740,Tuas South,2016,1,11,7.4,6.2,6.2,6.2,28.1,31.8,26.4,4,37.4,2016-01-11
741,Tuas South,2016,1,12,0.2,0.2,0.2,0.2,29,32.6,26.7,5,21.6,2016-01-12
742,Tuas South,2016,1,13,7.6,6.6,7.6,7.6,28.2,30.6,26.2,5,22,2016-01-13
743,Tuas South,2016,1,14,43,27.2,32.8,37.2,27.3,29.7,24.5,4,34.2,2016-01-14
744,Tuas South,2016,1,15,22.4,21.4,22.2,22.2,27.4,31.1,25.2,3.6,16.2,2016-01-15
745,Tuas South,2016,1,16,0,0,0,0,27.9,29.9,26.4,4,15.1,2016-01-16
746,Tuas South,2016,1,17,7.4,7.2,7.4,7.4,27.8,31,25.1,3.2,23,2016-01-17
747,Tuas South,2016,1,18,22.6,13.4,13.4,20,28.1,31.9,25.2,5.8,20.2,2016-01-18
748,Tuas South,2016,1,19,22.6,9.4,10.4,15.6,27.5,31.4,24.9,4.7,30.6,2016-01-19
749,Tuas South,2016,1,20,6.6,6,6,6,27.8,29.7,25.6,6.5,20.9,2016-01-20
750,Tuas South,2016,1,21,0.2,0.2,0.2,0.2,28.3,31.6,26.6,4,19.4,2016-01-21
751,Tuas South,2016,1,22,12.6,10.8,11,11,28,31.4,25.7,4.7,24.1,2016-01-22
752,Tuas South,2016,1,23,0.8,0.4,0.6,0.8,28.1,32.7,25.3,5.8,37.1,2016-01-23
753,Tuas South,2016,1,24,3.8,3.8,3.8,3.8,29,33.5,26.8,7.2,29.9,2016-01-24
754,Tuas South,2016,1,25,13.8,7.6,7.6,9.8,27.4,31.5,25,6.1,26.6,2016-01-25
755,Tuas South,2016,1,26,2,1.2,1.6,1.6,27.6,30.6,25.9,5,24.5,2016-01-26
756,Tuas South,2016,1,27,0,0,0,0,28.8,31.9,26.4,4.3,20.9,2016-01-27
757,Tuas South,2016,1,28,6.4,2.8,3.8,6,27.9,31.1,26.1,5.8,38.5,2016-01-28
758,Tuas South,2016,1,29,31.8,25,29,31.4,27.1,32.8,24.2,5,24.8,2016-01-29
759,Tuas South,2016,1,30,0.2,0.2,0.2,0.2,28.4,33.2,26.3,6.5,24.5,2016-01-30
760,Tuas South,2016,1,31,29.6,28.4,29.4,29.4,27.8,31.4,25.3,6.5,30.2,2016-01-31
761,Tuas South,2016,2,1,0,0,0,0,29,33.2,26.4,7.2,24.8,2016-02-01
762,Tuas South,2016,2,2,3.8,2.6,2.8,2.8,28.1,31.6,25.8,6.5,32.8,2016-02-02
763,Tuas South,2016,2,3,0,0,0,0,28.5,32.2,26.2,6.8,18.4,2016-02-03
764,Tuas South,2016,2,4,7,6.8,6.8,6.8,27.6,30.4,26.6,6.1,22,2016-02-04
765,Tuas South,2016,2,5,15.6,13,14,14,27.5,31.3,25.7,5.4,16.6,2016-02-05
766,Tuas South,2016,2,6,8.4,3.8,5.4,5.6,28.9,33.3,26.4,6.8,26.6,2016-02-06
767,Tuas South,2016,2,7,10.2,4.8,6.6,9,27.4,29.4,24.8,9.7,36.4,2016-02-07
768,Tuas South,2016,2,8,0,0,0,0,27.3,29.4,26.3,7.9,25.2,2016-02-08
769,Tuas South,2016,2,9,0,0,0,0,27.2,29.3,26,6.8,20.9,2016-02-09
770,Tuas South,2016,2,10,1,1,1,1,27.3,29.2,25.7,6.8,24.8,2016-02-10
771,Tuas South,2016,2,11,0,0,0,0,27.7,31,25.6,5,21.2,2016-02-11
772,Tuas South,2016,2,12,3.2,2.8,3,3,27.7,32.7,25.3,5.8,18.7,2016-02-12
773,Tuas South,2016,2,13,6.8,3.8,5.2,6,28,32.6,25.3,4,43.6,2016-02-13
774,Tuas South,2016,2,14,36.8,22.6,31.8,31.8,27.4,32,23.7,3.6,22.3,2016-02-14
775,Tuas South,2016,2,15,36.6,21.2,25.2,36.4,28.1,33.4,23.4,4.3,25.2,2016-02-15
776,Tuas South,2016,2,16,0,0,0,0,28.8,32.7,26.4,7.6,33.1,2016-02-16
777,Tuas South,2016,2,17,0,0,0,0,28.4,32.4,25.9,6.8,28.1,2016-02-17
778,Tuas South,2016,2,18,7.4,3.8,4.2,6.2,27.1,30.3,25.5,5.4,20.5,2016-02-18
779,Tuas South,2016,2,19,69,16.4,23.8,29.2,25.3,28,23.6,4.7,22.7,2016-02-19
780,Tuas South,2016,2,20,1.4,0.6,0.8,0.8,26.4,29,24.8,6.5,22.7,2016-02-20
781,Tuas South,2016,2,21,0,0,0,0,27.9,32.5,25.4,6.8,26.3,2016-02-21
782,Tuas South,2016,2,22,1,0.8,1,1,28.1,32.4,25.7,6.1,21.2,2016-02-22
783,Tuas South,2016,2,23,0.6,0.6,0.6,0.6,27.9,32.4,25.9,6.1,25.6,2016-02-23
784,Tuas South,2016,2,24,4.2,1.6,2.2,3.6,26.9,30.6,25.3,6.5,22,2016-02-24
785,Tuas South,2016,2,25,0,0,0,0,28.3,32.6,25.8,8.3,32,2016-02-25
786,Tuas South,2016,2,26,0,0,0,0,28.4,32.7,26.2,7.2,22.3,2016-02-26
787,Tuas South,2016,2,27,0,0,0,0,28.5,33,25.8,7.2,26.3,2016-02-27
788,Tuas South,2016,2,28,0,0,0,0,28.6,33.4,26.2,7.2,26.3,2016-02-28
789,Tuas South,2016,2,29,0,0,0,0,29,33,26.5,7.6,30.2,2016-02-29
790,Tuas South,2016,3,1,0,0,0,0,28.8,33.1,26.1,7.2,27,2016-03-01
791,Tuas South,2016,3,2,0,0,0,0,28.9,33.2,26.4,7.9,27.4,2016-03-02
792,Tuas South,2016,3,3,0.8,0.8,0.8,0.8,28.6,32.8,26.4,6.8,27.4,2016-03-03
793,Tuas South,2016,3,4,0.2,0.2,0.2,0.2,28.5,31.9,26.9,6.1,20.2,2016-03-04
794,Tuas South,2016,3,5,55.8,24,42.8,55.6,27.7,32.4,24.2,5,32.4,2016-03-05
795,Tuas South,2016,3,6,1.4,0.8,0.8,0.8,28.2,31.3,26.8,5.4,22.7,2016-03-06
796,Tuas South,2016,3,7,0,0,0,0,28.4,31.1,26.8,4,22,2016-03-07
797,Tuas South,2016,3,8,12.2,8,10.6,12.2,27.5,29.6,25.5,3.6,22.3,2016-03-08
798,Tuas South,2016,3,9,0,0,0,0,29,32.5,26.6,4.7,22,2016-03-09
799,Tuas South,2016,3,10,3,1.6,2.8,3,28.4,31.8,26.2,5,25.6,2016-03-10
800,Tuas South,2016,3,11,0,0,0,0,29.5,33.5,26.7,4.3,21.6,2016-03-11
801,Tuas South,2016,3,12,0,0,0,0,28.5,31.3,26.2,6.5,21.6,2016-03-12
802,Tuas South,2016,3,13,8.4,4.2,6.8,7.6,27.9,32.5,25,4.3,25.9,2016-03-13
803,Tuas South,2016,3,14,6.6,3.4,4,5.8,28.4,33.4,26,4.3,43.2,2016-03-14
804,Tuas South,2016,3,15,0,0,0,0,29.3,33.7,26.8,5.4,20.5,2016-03-15
805,Tuas South,2016,3,16,0,0,0,0,28.9,32.5,26.1,5.8,21.6,2016-03-16
806,Tuas South,2016,3,17,0,0,0,0,29.4,34,26.4,5,20.2,2016-03-17
807,Tuas South,2016,3,18,0,0,0,0,29.3,33.2,26.7,4.7,21.6,2016-03-18
808,Tuas South,2016,3,19,0,0,0,0,29.5,33.3,26.7,4.7,22.7,2016-03-19
809,Tuas South,2016,3,20,0,0,0,0,29.3,32.3,27.1,4.7,18.4,2016-03-20
810,Tuas South,2016,3,21,0,0,0,0,29.4,32.7,27.5,5,18.7,2016-03-21
811,Tuas South,2016,3,22,0,0,0,0,29.1,31.7,28,7.6,32.4,2016-03-22
812,Tuas South,2016,3,23,0,0,0,0,29.5,32.4,27.4,7.6,22,2016-03-23
813,Tuas South,2016,3,24,11,9.8,10.8,11,29,33.1,25.3,3.6,28.1,2016-03-24
814,Tuas South,2016,3,25,0,0,0,0,29.1,33.6,27,5.8,35.3,2016-03-25
815,Tuas South,2016,3,26,0,0,0,0,29.7,33.3,27.2,5.8,24.8,2016-03-26
816,Tuas South,2016,3,27,0,0,0,0,29.8,34.4,27.3,7.2,31.3,2016-03-27
817,Tuas South,2016,3,28,0,0,0,0,30.2,34.8,27.2,6.5,25.6,2016-03-28
818,Tuas South,2016,3,29,1.6,1.4,1.6,1.6,29.4,34,27.3,6.1,24.1,2016-03-29
819,Tuas South,2016,3,30,0,0,0,0,29.8,34.3,26.7,5.8,21.2,2016-03-30
820,Tuas South,2016,3,31,1.6,1,1.2,1.6,29.2,31.9,27.2,6.1,22,2016-03-31
821,Tuas South,2016,4,1,0.2,0.2,0.2,0.2,30,34.1,27,5.8,21.2,2016-04-01
822,Tuas South,2016,4,2,0,0,0,0,30.2,35.6,27,4.7,23.4,2016-04-02
823,Tuas South,2016,4,3,0,0,0,0,28.9,32.3,27.4,3.6,21.6,2016-04-03
824,Tuas South,2016,4,4,1.6,1.6,1.6,1.6,29.4,32.8,27.5,4,31.7,2016-04-04
825,Tuas South,2016,4,5,0,0,0,0,28.9,32.2,27.1,3.6,24.1,2016-04-05
826,Tuas South,2016,4,6,0,0,0,0,29.9,33.5,26.9,4.7,19.4,2016-04-06
827,Tuas South,2016,4,7,0,0,0,0,29.7,33.8,26.9,5,19.4,2016-04-07
828,Tuas South,2016,4,8,10.4,10.4,10.4,10.4,29.7,33.9,27.2,4.3,18.7,2016-04-08
829,Tuas South,2016,4,9,4.2,1.6,2.4,2.8,28.4,31.3,26.3,3.6,32.8,2016-04-09
830,Tuas South,2016,4,10,1.4,1.4,1.4,1.4,29.4,33.6,26.5,4.7,19.4,2016-04-10
831,Tuas South,2016,4,11,0,0,0,0,29.9,31.4,28.1,5.8,24.5,2016-04-11
832,Tuas South,2016,4,12,0.4,0.4,0.4,0.4,30.1,32.5,27.4,7.6,26.3,2016-04-12
833,Tuas South,2016,4,13,0,0,0,0,30.1,32,27.9,8.6,35.6,2016-04-13
834,Tuas South,2016,4,14,0,0,0,0,30.6,32.9,28.7,7.9,23.4,2016-04-14
835,Tuas South,2016,4,15,0.2,0.2,0.2,0.2,29.4,31.2,27,6.8,40.7,2016-04-15
836,Tuas South,2016,4,16,0,0,0,0,30.1,33.3,27.8,4.7,18.4,2016-04-16
837,Tuas South,2016,4,17,22,9,15,15.4,29.4,33.9,23.8,5.4,63.7,2016-04-17
838,Tuas South,2016,4,18,0,0,0,0,30,34.3,27.1,4.7,20.5,2016-04-18
839,Tuas South,2016,4,19,0,0,0,0,31,35.6,28.2,4.7,20.5,2016-04-19
840,Tuas South,2016,4,20,23.2,15.4,19,23,28.8,33.2,25.2,4.3,29.2,2016-04-20
841,Tuas South,2016,4,21,0,0,0,0,30.2,35.1,27.4,4.3,19.1,2016-04-21
842,Tuas South,2016,4,22,6.4,6.4,6.4,6.4,29.6,32.6,26.9,4,20.2,2016-04-22
843,Tuas South,2016,4,23,8.6,7,8.6,8.6,29.3,32.6,26.9,3.2,23.8,2016-04-23
844,Tuas South,2016,4,24,0,0,0,0,29.3,32.1,26.7,6.5,26.3,2016-04-24
845,Tuas South,2016,4,25,1,0.6,1,1,29.2,33.3,27.4,4.3,21.6,2016-04-25
846,Tuas South,2016,4,26,0,0,0,0,29.6,32,26.9,8.3,34.6,2016-04-26
847,Tuas South,2016,4,27,0,0,0,0,29.8,32.4,28.1,5.4,23.8,2016-04-27
848,Tuas South,2016,4,28,0,0,0,0,29.8,32.8,28,4.3,20.5,2016-04-28
849,Tuas South,2016,4,29,5.6,5.2,5.4,5.6,29.8,31.6,26.2,3.2,25.9,2016-04-29
850,Tuas South,2016,4,30,15.8,10.4,15.4,15.8,29.8,31.5,25,6.1,26.6,2016-04-30
851,Tuas South,2016,5,1,0,0,0,0,29.8,33.3,26.8,4.3,23.4,2016-05-01
852,Tuas South,2016,5,2,6.2,2.6,3.2,5.6,29.8,32.7,25.6,2.5,18.7,2016-05-02
853,Tuas South,2016,5,3,3,3,3,3,29.8,33.7,26.9,5,38.2,2016-05-03
854,Tuas South,2016,5,4,0.2,0.2,0.2,0.2,30.7,33.5,28,3.2,17.3,2016-05-04
855,Tuas South,2016,5,5,7,6.6,6.6,7,30.7,33.6,26.1,3.2,20.2,2016-05-05
856,Tuas South,2016,5,6,20.8,17,20,20.8,30.7,32.8,25,5,31.3,2016-05-06
857,Tuas South,2016,5,7,54.2,24.6,42.8,51.6,30.7,31.8,23.7,3.6,29.5,2016-05-07
858,Tuas South,2016,5,8,0,0,0,0,30.7,32,26.7,5.8,19.1,2016-05-08
859,Tuas South,2016,5,9,5.4,5.4,5.4,5.4,30.7,34.3,26.8,3.6,24.1,2016-05-09
860,Tuas South,2016,5,10,1,1,1,1,30.7,32.7,27.9,4.7,21.2,2016-05-10
861,Tuas South,2016,5,11,1.6,0.6,1,1.4,29.3,32.4,26.9,6.1,28.8,2016-05-11
862,Tuas South,2016,5,12,8.2,6.6,8.2,8.2,29.6,32.7,26.7,6.5,21.6,2016-05-12
863,Tuas South,2016,5,13,4.8,4.6,4.6,4.6,29.3,32.8,26.1,6.1,26.6,2016-05-13
864,Tuas South,2016,5,14,6.4,1.8,3.4,4.6,27.9,30.9,25.8,3.2,18,2016-05-14
865,Tuas South,2016,5,15,1,1,1,1,28.8,31.8,26.5,6.1,23.8,2016-05-15
866,Tuas South,2016,5,16,0.4,0.4,0.4,0.4,29.1,32.4,26.8,6.1,29.9,2016-05-16
867,Tuas South,2016,5,17,0.2,0.2,0.2,0.2,29.9,32.6,27.6,4.7,18,2016-05-17
868,Tuas South,2016,5,18,5,2.4,2.6,2.8,28.8,33,26.5,6.1,46.4,2016-05-18
869,Tuas South,2016,5,19,0.2,0.2,0.2,0.2,29.3,32.3,26.9,5.8,18.7,2016-05-19
870,Tuas South,2016,5,20,0,0,0,0,30.3,32.6,28.6,5.4,18.7,2016-05-20
871,Tuas South,2016,5,21,26.2,18,19.2,19.4,29.1,31.1,24.6,10.4,43.9,2016-05-21
872,Tuas South,2016,5,22,12,6,7.2,10,28.9,31.9,25.6,8.3,41.4,2016-05-22
873,Tuas South,2016,5,23,0,0,0,0,30.4,34.4,26.6,5.4,20.5,2016-05-23
874,Tuas South,2016,5,24,22.4,21,22.2,22.2,30.3,31.8,25.1,6.8,49.7,2016-05-24
875,Tuas South,2016,5,25,0.8,0.8,0.8,0.8,30.3,33.8,26,5.8,41,2016-05-25
876,Tuas South,2016,5,26,0,0,0,0,29.3,31.6,26.2,9,34.9,2016-05-26
877,Tuas South,2016,5,27,0,0,0,0,30.2,32.7,28.7,7.2,24.1,2016-05-27
878,Tuas South,2016,5,28,0,0,0,0,30,32.1,27.6,7.2,27.4,2016-05-28
879,Tuas South,2016,5,29,0,0,0,0,30.4,32.6,28.1,6.1,19.4,2016-05-29
880,Tuas South,2016,5,30,0.2,0.2,0.2,0.2,29.2,31.7,27.7,9.4,54,2016-05-30
881,Tuas South,2016,5,31,0.2,0.2,0.2,0.2,29.6,32.1,26.2,8.3,34.9,2016-05-31
882,Tuas South,2016,6,1,21.8,10.6,16.6,20.8,27.8,30,25.5,4,39.2,2016-06-01
883,Tuas South,2016,6,2,0,0,0,0,28.7,31.8,26.6,3.6,16.9,2016-06-02
884,Tuas South,2016,6,3,0,0,0,0,28.9,32.2,26.7,4.3,19.8,2016-06-03
885,Tuas South,2016,6,4,0,0,0,0,28.9,28.5,25.2,4,39.6,2016-06-04
886,Tuas South,2016,6,5,0,0,0,0,28.9,32,26.7,4.7,18,2016-06-05
887,Tuas South,2016,6,6,0,0,0,0,28.9,33.4,28.2,4.3,20.5,2016-06-06
888,Tuas South,2016,6,7,0,0,0,0,28.9,33,28,4.7,24.5,2016-06-07
889,Tuas South,2016,6,8,2.4,0.6,1,1.2,28.2,30,24.9,6.8,52.2,2016-06-08
890,Tuas South,2016,6,9,0,0,0,0,28.2,31.7,27.1,5.4,31.7,2016-06-09
891,Tuas South,2016,6,10,0,0,0,0,28.2,31.3,27,6.5,66.2,2016-06-10
892,Tuas South,2016,6,11,1.8,0.8,1.2,1.8,28.2,31,27.5,7.6,23.8,2016-06-11
893,Tuas South,2016,6,12,0.2,0.2,0.2,0.2,28.2,31.9,26.8,7.9,24.1,2016-06-12
894,Tuas South,2016,6,13,13.8,9.6,10.2,10.2,28.2,30.8,25.7,5.8,23.4,2016-06-13
895,Tuas South,2016,6,14,0.8,0.8,0.8,0.8,27.8,31.2,27.5,6.1,22.3,2016-06-14
896,Tuas South,2016,6,15,0.6,0.4,0.6,0.6,27.8,29.9,26.5,6.8,24.1,2016-06-15
897,Tuas South,2016,6,16,1,0.8,1,1,27.8,30.8,26.7,6.1,33.1,2016-06-16
898,Tuas South,2016,6,17,208.2,41.6,73.6,94.4,27.8,29,24,9.4,45,2016-06-17
899,Tuas South,2016,6,18,0.8,0.6,0.8,0.8,27.8,29.9,25.7,7.2,29.2,2016-06-18
900,Tuas South,2016,6,19,0,0,0,0,27.9,29.9,25.9,4.7,16.2,2016-06-19
